DRE;CODESC;TIPOESC;NOMESC;DIRETORIA;SUBPREF;CEU;ENDERECO;NUMERO;BAIRRO;CEP;TEL1;TEL2;FAX;SITUACAO;CODDIST;DISTRITO;SETOR;CODINEP;CODCIE;EH;DT_CRIACAO;ATO_CRIACAO;DOM_CRIACAO;DT_INI_FUNC;DT_AUTORIZA;NOME_ANT;T2D3D;T2D3D16;T2D3D15;T2D3D14;T2D3D13;T2D3D12;T2D3D11;T2D3D10;T2D3D09;T2D3D08;T2D3D07;DTURNOS;DTURNOS16;DTURNOS15;DTURNOS14;DTURNOS13;DTURNOS12;DTURNOS11;DTURNOS10;DTURNOS09;DTURNOS08;DTURNOS07;LATITUDE;LONGITUDE;REDE;DATABASE
G;306814;CR.P.CONV;ANJO MIGUEL;GUAIANASES;GUAIANASES;;RUA GENERAL AMERICANO FREIRE;70    ;GUAIANAZES;08440300;25537882;;;Ativa;96;LAJEADO;9605;35334364;35334364;;04-mai-07;2006.0.336.920.7;04-mai-07;;24-ago-12;IZOLINA FERREIRA RESCA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23538457;-46411527;CON;28-dez-17
SA;306815;CR.P.CONV;CRI-ACAO;SANTO AMARO;SANTO AMARO;;RUA PROFESSOR GUILHERME BELFORT SABINO;468   ;CAMPININHA;04678001;55212674;;;Ativa;16;CAMPO GRANDE;1603;35334352;35334352;;03-mai-07;2006.0.280.967.0;03-mai-07;;17-set-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23673678;-46682103;CON;28-dez-17
SA;306817;CR.P.CONV;SANTA CATARINA III;SANTO AMARO;JABAQUARA;;RUA DOS COMERCIÁRIOS;225   ;CIDADE VARGAS;04320030;50215966;;;Ativa;38;JABAQUARA;3803;35334091;35334091;;31-mai-07;2007.0.075.964.2;31-mai-07;;27-mar-15;NOSSO CANTINHO II;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23647327;-46637957;CON;28-dez-17
PE;306818;CR.P.CONV;PEQUENO POLEGAR;PENHA;ERMELINO MATARAZZO;;RUA TOMÁS DE SOUZA VILA REAL;173   ;PARQUE BOTURUSSU;03805030;25440571;;;Ativa;28;ERMELINO MATARAZZO;2803;35333943;35333943;;12-abr-07;2007.0.060.851.2;12-abr-07;12-abr-07;16-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23504523;-46480679;CON;28-dez-17
JT;306821;ESC.PART.;SANTA JULIA BILLIART;JACANA/TREMEMBE;SANTANA/TUCURUVI;;RUA SENHOR DO MONTE;300   ;MANDAQUI;02407090;69502844;;;Ativa;70;SANTANA;7005;35292898;35292898;;31-mai-07;17;24-mai-07;;31-mai-07;;;;;;;;;;;;;;;;;;;;;;;;-23482596;-46624725;;28-dez-17
IQ;306823;CR.P.CONV;AQC CULTURAIS;ITAQUERA;ITAQUERA;;RUA PAULO FRONTIM;335   ;VILA CAMPANELA;08220390;20560537;;;Ativa;37;ITAQUERA;3701;35335496;35335496;;28-mai-07;2007.0.010.526.0;28-mai-07;;23-mar-12;TERCILIA ROSA CARVALHO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23538503;-46460753;CON;28-dez-17
SA;306824;CR.P.CONV;NOSSAS CRIANCAS II;SANTO AMARO;CIDADE ADEMAR;;RUA BASTOS TIGRE;383   ;JARDIM SÃO JORGE;04432120;56253211;;;Ativa;22;CIDADE ADEMAR;2204;35335551;35335551;;31-mai-07;2006.0.185.343.8;31-mai-07;;08-ago-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23682024;-46663691;CON;28-dez-17
CS;306825;CR.P.CONV;JARDIM DAS ACACIAS;CAPELA DO SOCORRO;CAPELA DO SOCORRO;;AVENIDA DONA BELMIRA MARIN;4826  ;PARQUE BRASIL;04846000;59332314;59332313;;Ativa;30;GRAJAU;3008;35335587;35335587;;31-mai-07;2006.0.065.818.6;31-mai-07;31-mai-07;19-dez-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23756575;-46668669;CON;28-dez-17
SA;306826;CR.P.CONV;NOSSA SENHORA DAS GRACAS;SANTO AMARO;CIDADE ADEMAR;;RUA ROQUE CORDEIRO;27    ;JARDIM APURÁ;04470180;55600687;;;Ativa;58;PEDREIRA;5805;35336683;35336683;;18-jun-07;200700452563;18-jun-07;;14-set-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23709344;-46653622;CON;28-dez-17
SA;306828;CR.P.CONV;SAO FRANCISCO DE ASSIS, CEI;SANTO AMARO;CIDADE ADEMAR;;RUA ARNOLDO MATTERS;22    ;BALNEÁRIO MAR PAULISTA;04464120;24765557;;;Ativa;58;PEDREIRA;5801;35336661;35336661;;31-mai-07;2007.0.027.042.2;31-mai-07;;;CANTIDEO DELMEDICO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23696035;-46657530;CON;28-dez-17
FO;306829;CR.P.CONV;UNIVERSO INFANTIL;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA JOÃO PINTO DE OLIVEIRA;541   ;JARDIM GUARANI;02849110;39218360;;;Ativa;11;BRASILANDIA;1105;35337274;35337274;;22-jun-07;2006.0.206.812.2;22-jun-07;23-jul-07;06-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23461106;-46687263;CON;28-dez-17
IP;306830;ESC.PART.;ARTE E MAGIA;IPIRANGA;VILA MARIANA;;RUA CORREIA DE LEMOS;453   ;CHÁCARA INGLESA;04140000;55993266;;;Ativa;77;SAUDE;7703;35293261;35293261;;26-jul-07;35;19-jul-07;;;;;;;;;;;;;;;;;;;;;;;;;;-23607069;-46633028;;28-dez-17
SA;306831;ESC.PART.;ESCOLA PROJETO KIDS;SANTO AMARO;SANTO AMARO;;RUA MOLIÉRE;97    ;VILA SOFIA;04671090;;;;Ativa;16;CAMPO GRANDE;1602;35293830;35293830;;17-jul-07;136;06-jul-07;;17-jul-07;PROJETO KIDS;;;;;;;;;;;;;;;;;;;;;;;-23656339;-46692634;;28-dez-17
SA;306834;CR.P.CONV;CRE SER;SANTO AMARO;CIDADE ADEMAR;;RUA COSMORAMA;106   ;JARDIM PRUDÊNCIA;04648113;55639374;;55639374;Ativa;22;CIDADE ADEMAR;2201;35341022;35341022;;31-jul-07;2006.0.320.119.5;31-jul-07;;31-mar-10;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23649286;-46671859;CON;28-dez-17
MP;306836;CR.P.CONV;ESPACO FELIZ;SAO MIGUEL;ITAIM PAULISTA;;RUA MATEUS BARBOSA DE REZENDE;235   ;SAO MIGUEL PAULISTA;08161530;34734563;;;Ativa;84;VILA CURUCA;8406;35342105;35342105;;31-jul-07;2007.0.074.226.0;31-jul-07;30-set-13;13-dez-12;AMOR PERFEITO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23510669;-46415137;CON;28-dez-17
G;306838;CR.P.CONV;ELOHIM;GUAIANASES;GUAIANASES;;RUA MANUEL BORGES DA CRUZ;11    ;JARDIM GUAIANAZES;08431390;21536026;;;Ativa;96;LAJEADO;9608;35348934;35348934;;23-ago-07;2007.0.201.833.0;23-ago-07;;05-out-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23537961;-46416408;CON;28-dez-17
IQ;306841;CR.P.CONV;PLENO VIVER II;ITAQUERA;ITAQUERA;;RUA ENGENHEIRO ROMEU BELLUOMINI;68    ;JARDIM HELENA;08420270;20169404;43292014;;Ativa;47;JOSE BONIFACIO;4702;35343419;35343419;;15-ago-07;2007.0.125.313.0;15-ago-07;;13-dez-11;PLENO VIVER;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23540871;-46427265;CON;28-dez-17
FO;306842;CR.P.CONV;CRIA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;AVENIDA GENERAL PENHA BRASIL;2651  ;VILA NOVA CACHOEIRINHA;02673000;39822541;;;Ativa;11;BRASILANDIA;1104;35343572;35343572;;01-ago-07;2006.0.086.766.4;01-ago-07;02-fev-15;10-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23451935;-46675970;CON;28-dez-17
FO;306843;CR.P.CONV;PINGO DE ORVALHO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA JOAQUIM FERREIRA DA ROCHA;544   ;BRASILÂNDIA;02845000;39247394;;;Ativa;11;BRASILANDIA;1108;35343596;35343596;;06-jul-07;2005.0.142.271.0;06-jul-07;13-set-07;14-jul-12;TIRO AO POMBO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23468057;-46690669;CON;28-dez-17
G;306844;CR.P.CONV;PLENO VIVER;GUAIANASES;GUAIANASES;;RUA PADRE EDUARDO DE JESUS;12    ;VILA SANTA CRUZ (ZONA LESTE);08410520;20169443;;;Ativa;31;GUAIANASES;3101;35343742;35343742;;15-ago-07;2007.0.111.415.7;15-ago-07;;03-jul-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23547796;-46413361;CON;28-dez-17
JT;306846;ESC.PART.;SAGRADA FAMILIA;JACANA/TREMEMBE;JACANA/TREMEMBE;;RUA DAS IMBIRAS;278   ;VILA NOVA MAZZEI;02316000;;;;Ativa;81;TREMEMBE;8105;35177532;35177532;;11-set-07;33;04-set-07;;11-set-07;;;;;;;;;;;;;;;;;;;;;;;;;;;28-dez-17
JT;306847;ESC.PART.;PIMENTINHA;JACANA/TREMEMBE;VILA MARIA/VILA GUILHERME;;PRACA YEDO;66    ;VILA MARIA ALTA;02134050;;;;Ativa;89;VILA MARIA;8902;35164367;35164367;;13-set-07;35;10-set-07;;13-set-07;;;;;;;;;;;;;;;;;;;;;;;;-23500211;-46575230;;28-dez-17
MP;306850;CR.P.CONV;VISAO EDUCATIVA;SAO MIGUEL;ITAIM PAULISTA;;RUA DONATO VESSECHI;21    ;VILA CURUÇÁ;08030470;;;25698432;Ativa;84;VILA CURUCA;8403;35347309;35347309;;24-set-07;2006.0.259.208.5;24-set-07;01-dez-07;13-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23503019;-46425108;CON;28-dez-17
MP;306853;CR.P.CONV;PEQUENO ANJO;SAO MIGUEL;ITAIM PAULISTA;;RUA JOÃO CORREIA DE MAGALHÃES;33    ;PARQUE DOM JOÃO NERI;08151260;2638-6659;;;Ativa;84;VILA CURUCA;8408;35350000;35350000;;05-out-07;2007.0.187.288.4;05-out-07;01-out-07;01-mar-12;AMIGOS DA CIDADE I;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23523114;-46406089;CON;28-dez-17
FO;306854;ESC.PART.;TURMA DO TINTINO;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA DOMINGOS JOSÉ SAPIENZA;292   ;VILA AMÁLIA (ZONA NORTE);02618000;;;;Ativa;13;CACHOEIRINHA;1303;35294330;35294330;;17-out-07;18;11-out-07;;17-out-07;;;;;;;;;;;;;;;;;;;;;;;;-23467598;-46650525;;28-dez-17
FO;306855;ESC.PART.;GILEADE;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;AVENIDA DEPUTADO EMÍLIO CARLOS;418   ;LIMÃO;02721000;;;;Ativa;50;LIMAO;5002;35349324;35349324;;17-out-07;21;11-out-07;;17-out-07;;;;;;;;;;;;;;;;;;;;;;;;;;;28-dez-17
MP;306858;CR.P.CONV;CAMINHO DOURADO;SAO MIGUEL;ITAIM PAULISTA;;RUA MANUEL BARBALHO DE LIMA;14    ;VILA SILVA TELES;08110330;21567888;;;Ativa;36;ITAIM PAULISTA;3603;35350126;35350126;;09-out-07;2007.0.198.305.8;09-out-07;19-nov-07;30-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;-23496564;-46406197;CON;28-dez-17
IQ;306859;CR.P.CONV;TRINDADE II;ITAQUERA;ITAQUERA;;RUA HENRIQUE DE FARIA;175   ;VILA TAQUARI;08230370;21296313;;;Ativa;37;ITAQUERA;3705;35354727;35354727;;17-out-07;2007.0.183.523.7;17-out-07;;23-mar-12;BEM VIVER IV;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23523634;-46451408;CON;28-dez-17
IQ;306860;CR.P.CONV;ESPACO DA COMUNIDADE III;ITAQUERA;ARICANDUVA/FORMOSA/CARRAO;;RUA TAMAINDÊ;1233  ;VILA NOVA MANCHESTER;03444000;22953004;;;Ativa;20;CARRAO;2001;35353280;35353280;;18-out-07;2007.0.142.718.0;18-out-07;;21-dez-10;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23545914;-46530288;CON;28-dez-17
G;306862;CR.P.CONV;GOLFINHO AZUL;GUAIANASES;CIDADE TIRADENTES;;RUA DO COBRE;316   ;CONJUNTO RESIDENCIAL PRESTES MAIA;08490003;20167683;;;Ativa;25;CIDADE TIRADENTES;2501;35351404;35351404;;05-out-07;2007.0.201.767.8;05-out-07;;24-ago-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23567563;-46401221;CON;28-dez-17
G;306863;CR.P.CONV;UNIVERSO DA CRIANCA I;GUAIANASES;GUAIANASES;;RUA FELICIANO DE MENDONÇA;18    ;JARDIM SÃO PAULO(ZONA LESTE);08460365;21536561;;;Ativa;31;GUAIANASES;3103;35351398;35351398;;09-out-07;2007.0.111.412.2;09-out-07;;02-out-15;UNIVERSO DA CRIANCA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23554761;-46401070;CON;28-dez-17
IQ;306864;CR.P.CONV;CURUMIM RAIO DE SOL II;ITAQUERA;ITAQUERA;;RUA NARCISO ARAUJO;811   ;ITAQUERA;08215150;20562897;;;Ativa;37;ITAQUERA;3703;35351313;35351313;;05-nov-07;2007.0.184.937.8;05-nov-07;;11-mar-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23535362;-46442402;CON;28-dez-17
IQ;306868;CR.P.CONV;ABC AURORA;ITAQUERA;ITAQUERA;;AVENIDA DAS ALAMANDAS;254   ;CIDADE ANTÔNIO ESTEVÃO DE CARVALHO;08225310;20265437;;;Ativa;37;ITAQUERA;3706;35353279;35353279;;16-nov-07;2007.0.235.861.0;16-nov-07;;10-dez-10;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23533484;-46466922;CON;28-dez-17
IQ;306869;CR.P.CONV;UNIVERSO DA CRIANCA II;ITAQUERA;ITAQUERA;;AVENIDA PADRE GREGÓRIO MAFRA;57    ;VILA TAQUARI;08230000;20575882;;;Ativa;37;ITAQUERA;3705;35353188;35353188;;12-nov-07;2007.0.214.636.2;12-nov-07;;30-set-14;UNIVERSO DA CRIANCA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23527404;-46450177;CON;28-dez-17
IP;306870;CR.P.CONV;PACAEMBU;IPIRANGA;SE;;AVENIDA PACAEMBU;789   ;PACAEMBU;01234001;36286144;;;Ativa;69;SANTA CECILIA;6902;35353474;35353474;;08-out-07;2007.0.268.984.6;08-out-07;08-out-07;20-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23533168;-46661573;CON;28-dez-17
IP;306871;CR.P.CONV;SAGRADA FAMILIA;IPIRANGA;SE;;RUA VITORINO CARMILO;720   ;BARRA FUNDA;01153000;36632989;36636563;;Ativa;69;SANTA CECILIA;6902;35353486;35353486;;08-out-07;2007.0.272.516.8;08-out-07;08-nov-07;05-out-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23530545;-46652462;CON;28-dez-17
MP;306873;CR.P.CONV;FLORA, PROFA;SAO MIGUEL;SAO MIGUEL;;RUA TAMARUTACA;4     ;CIDADE NITRO OPERÁRIA;08010480;20583799;;;Ativa;74;SAO MIGUEL;7404;35354454;35354454;;22-nov-07;2007.0.232.170.9;22-nov-07;06-fev-08;13-fev-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23494859;-46430376;CON;28-dez-17
BT;306874;ESC.PART.;PLANETA CRIANCA;BUTANTA;BUTANTA;;RUA GENERAL ELDES DE SOUZA GUEDES;55    ;JARDIM COLOMBO;05628050;;;;Ativa;94;VILA SONIA;9403;35807266;35807266;;13-dez-07;61;10-dez-07;;13-dez-07;ARCA DA ALIANCA;;;;;;;;;;;;;;;;;;;;;;;-23600390;-46730069;;28-dez-17
IQ;306875;CR.P.CONV;VIRTUDE DA CRIANCA;ITAQUERA;ITAQUERA;;AVENIDA NOSSA SENHORA DE GUADALUPE;327   ;JARDIM HELENA;08420130;38089593;;;Ativa;47;JOSE BONIFACIO;4702;35355562;35355562;;19-nov-07;2007.0.214.630.3;19-nov-07;;18-set-14;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23542255;-46430058;CON;28-dez-17
IQ;306878;CR.P.CONV;GALPAO ATRIA RENZO BALDINI;ITAQUERA;ITAQUERA;;RUA RENZO BALDINI;693   ;PARADA XV DE NOVEMBRO;08248000;20713271;;;Ativa;37;ITAQUERA;3704;35357133;35357133;;27-dez-07;2007.0.236.103.4;27-dez-07;;25-fev-11;RAIO DE LUZ;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23527477;-46433632;CON;28-dez-17
G;306880;CR.P.CONV;SAO JOSE;GUAIANASES;GUAIANASES;;RUA MACÁRIO DA ROCHA;16    ;JARDIM ETELVINA;08430520;20165622;;;Ativa;96;LAJEADO;9607;35360284;35360284;;28-nov-07;2007.0.201.781.3;28-nov-07;;22-set-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23531994;-46421062;CON;28-dez-17
G;306881;CR.P.CONV;EL SHADAI;GUAIANASES;GUAIANASES;;RUA HENRIQUE MONTES;67    ;JARDIM LOURDES;08452460;3808-6753;;;Ativa;96;LAJEADO;9603;35361677;35361677;;28-dez-07;2007.0.309.737.3;28-dez-07;;10-out-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23528664;-46393520;CON;28-dez-17
FO;306882;CR.P.CONV;BEM ME QUER;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA MANOEL DE SOUZA AZEVEDO;62    ;SÍTIO MORRO GRANDE;02809040;38766106;;;Ativa;29;FREGUESIA DO O;2901;35363066;35363066;;20-dez-07;2007.0.192.143.5;20-dez-07;02-fev-08;30-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23471261;-46705063;CON;28-dez-17
FO;306883;CR.P.CONV;PEQUENOS DO FUTURO;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;AVENIDA ITABERABA;2197  ;ITABERABA;02739000;39216791;;;Ativa;29;FREGUESIA DO O;2906;35363054;35363054;;27-dez-07;2007.0.200.873.3;27-dez-07;04-fev-08;05-abr-12;PEQUENINOS DE FUTURO;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23484439;-46690207;CON;28-dez-17
FO;306884;CR.P.CONV;ITABERABA;FREGUESIA/BRASILANDIA;FREGUESIA/BRASILANDIA;;RUA PROFESSOR LEÔNZIO RONCONI;132   ;ITABERABA;02737030;3567-2787;;;Ativa;29;FREGUESIA DO O;2906;35363017;35363017;;20-dez-07;2007.0.138.454.5;20-dez-07;02-fev-08;03-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23486690;-46690020;CON;28-dez-17
FO;306885;CR.P.CONV;CANTINHO DA SERRA II;FREGUESIA/BRASILANDIA;CASA VERDE/CACHOEIRINHA;;RUA DARIO VILARES BARBOSA;537   ;JARDIM PERI;02676020;38516459;;;Ativa;13;CACHOEIRINHA;1302;35362992;35362992;;20-dez-07;2007.0.138.450.2;20-dez-07;02-fev-08;30-mar-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23456254;-46673406;CON;28-dez-17
PE;306886;CR.P.CONV;MUNDO ENCANTADO;PENHA;PENHA;;RUA GENOEFA PAGANINI;20    ;VILA AMÁLIA (ZONA LESTE);03659080;26823077;;;Ativa;59;PENHA;5903;35388762;35388762;;28-dez-07;2007.0.240.370.5;28-dez-07;28-dez-07;22-dez-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23522225;-46514494;CON;28-dez-17
G;306887;CR.P.CONV;AMOR DE MAE;GUAIANASES;GUAIANASES;;RUA CARDOSO DE ABREU;63    ;JARDIM SÃO PAULO(ZONA LESTE);08460160;25529176;;;Ativa;31;GUAIANASES;3103;35363091;35363091;;28-dez-07;2007.0.309.741.1;28-dez-07;;29-nov-12;ESPERANCA;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23551522;-46395853;CON;28-dez-17
G;306888;CR.P.CONV;CRISTAIS DAS CRIANCAS;GUAIANASES;GUAIANASES;;RUA JUSTINIANO MENEZES;79    ;JARDIM SANTA TEREZINHA (ZONA LESTE);08430130;39871477;;;Ativa;96;LAJEADO;9607;35363085;35363085;;28-dez-07;2007.0.281.415.2;28-dez-07;;13-dez-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23524510;-46421633;CON;28-dez-17
SA;306890;CR.P.CONV;SANTA CLARA DE ASSIS, CEI;SANTO AMARO;CIDADE ADEMAR;;RUA BRASIL;171   ;AMERICANÓPOLIS;04428060;26131507;26131511;;Ativa;22;CIDADE ADEMAR;2204;35391281;35391281;;10-dez-07;2007.0.277.277.8;10-dez-07;;15-set-11;RITA LUIZA DA CUNHA II;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23682620;-46653298;CON;28-dez-17
BT;306892;CR.P.CONV;PAU BRASIL;BUTANTA;BUTANTA;;AVENIDA ENGENHEIRO HEITOR ANTÔNIO EIRAS GARCIA;5985  ;JARDIM ESMERALDA;05564200;37844521;;;Ativa;65;RAPOSO TAVARES;6504;35391189;35391189;;28-dez-07;2007.0.358.769.9;28-dez-07;01-jan-08;05-mai-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23598217;-46781338;CON;28-dez-17
CL;306893;CR.P.CONV;CEDRINHO II;CAMPO LIMPO;M'BOI MIRIM;;RUA GUILHERME VALENTE;131   ;JARDIM VERGUEIRO;05818280;55147787;;58913060;Ativa;46;JARDIM SAO LUIS;4602;35381019;35381019;;11-jan-08;2007.0.335.935.1;11-jan-08;;03-abr-12;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23666906;-46732664;CON;28-dez-17
CL;306894;CR.P.CONV;AGLAEZINHA II, COMUN INFANTIL;CAMPO LIMPO;M'BOI MIRIM;;RUA AGLAÊ REIS;337   ;JARDIM CLARICE;05870010;58719364;;58327005;Ativa;43;JARDIM ANGELA;4302;35380908;35380908;;28-dez-07;2007.0.361.338.0;28-dez-07;;22-out-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23679528;-46772233;CON;28-dez-17
CL;306895;CR.P.CONV;AGLAEZINHA III, COMUN INFANTIL;CAMPO LIMPO;M'BOI MIRIM;;RUA AGLAÊ REIS;337   ;JARDIM CLARICE;05870010;58726764;;;Ativa;43;JARDIM ANGELA;4302;35380970;35380970;;28-dez-07;2007.0.361.339.8;28-dez-07;;22-out-11;;2D;2D;;;;;;;;;;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;INTEGR;;-23679528;-46772233;CON;28-dez-17
